,Time,BDF_0,BDF_1,BDF_2,BDF_3,BDF_4,BDF_5,BDF_6,BDF_7,BDF_8,BDF_9,BDF_10,BDF_11,BDF_12
38,9.5,31.62648725660866,31.17598582059472,30.241032893173575,28.809861096205367,26.893004703745497,24.545150584337936,21.83915401379002,18.875344707240167,15.8060295549735,12.759394205486668,9.89497081819859,7.336863698070221,5.162983044723475
39,9.75,30.684774320192254,30.134699109213194,29.10828808894138,27.59995088376664,25.627085125483156,23.25050398154658,20.548861801307112,17.626684802937014,14.635776625366955,11.702616509566937,8.9786875781866,6.57771661039218,4.566461632175439
40,10.0,29.771101907132696,29.128191667412413,28.017972747884187,26.440852534574148,24.42075548134241,22.024144180270664,19.334802120200774,16.460627446073232,13.552167334790035,10.733364841968614,8.147252994259855,5.8971186582094095,4.0388611888705555
41,10.25,28.884635080455325,28.15530185778804,26.96849758057106,25.330432133714204,23.271210727219675,20.86246935801194,18.19247103036825,15.371708233715758,12.54878672798446,9.844389990616822,7.392810004185744,5.28694234319227,3.5722187148200635
42,10.5,28.024563764338865,27.214906841952388,25.958332827923464,24.266645382999755,22.1757778593054,19.762067672253963,17.11763069170481,14.35482424935466,11.619694802630526,9.029043148558618,6.7082291167949535,4.739901121258189,3.159491240172871
43,10.75,27.190102003847592,26.30592128463632,24.986006031374203,23.247533837391238,21.131909698624142,18.71970723987014,16.106293642489497,13.405210149506594,10.759391344597727,8.281226186308906,6.087041038243482,4.249462388829308,2.794449526652773
44,11.0,26.380487246705876,25.427296101074518,24.05009988654995,22.27122129947417,20.137178968151527,17.732326645073098,15.154708006629026,12.51841583226024,9.96278336673672,7.595346042814753,5.523375537143695,3.8097694724233984,2.4715840505329725
45,11.25,25.594979646458558,24.57801724622845,23.1492501773489,21.335910365355645,19.18927264873586,16.797025948027088,14.259343574881406,11.69028558311351,9.225154958450565,6.966272893919697,5.01190597083947,3.4155716900009656,2.1860218481620195
46,11.5,24.83286138638059,23.757104544449597,22.282143787402063,20.43987911562077,18.28598660070027,15.91105816771583,13.416878708423207,10.916938600375339,8.54213936755512,6.389301785462301,4.5477989485984205,3.0621616488819248,1.9334529690022937
47,11.75,24.0934360235179,22.96361055823232,21.44751678601972,19.58147794525692,17.42522043861927,15.07182121405081,12.62418801617501,10.19475080886977,7.9096931491534015,5.860117444055778,4.126668656037991,2.745319031462231,1.7100654261469765
48,12.0,23.376027852260222,22.19661949475064,20.64415258583293,18.759126526709796,16.604972647352085,14.27685024552473,11.878330760170254,9.520337876717331,7.3240722284856306,5.374762002362057,3.7445354091509833,2.461260197436212,1.5124876625327268
49,12.25,22.679981286864194,21.455246148917016,19.870880169444746,17.97131090048014,15.82333592797628,13.523810429964437,11.17653994595345,8.890539355606576,6.781809736047212,4.929605397471625,3.397788046265771,2.2065930006893195,1.3377376644986305
50,12.5,22.00466026236252,20.73863488174328,19.126572382506023,17.216580687904894,15.078492762799678,12.81049008712165,10.516212057535157,8.302403870233587,6.2796954837588395,4.521318220993184,3.0831498025449875,1.9782762812980832,1.1831779546694512
51,12.75,21.349447653311707,20.045958632824565,18.410144290727935,16.4935464209915,14.368711189138011,12.134794192961312,9.894897398822254,7.753175287503889,5.814756960687852,4.146846817793926,2.79764734453647,1.773583548902769,1.0464757848770423
52,13.0,20.713744709847212,19.37641796580659,17.720551598436177,15.800876984389523,13.69234077203123,11.494738226569556,9.310291005692006,7.240279800682567,5.384241735815718,3.803390447149315,2.538582672152777,1.5900704237703827,0.9255679283172302
53,13.25,20.096970510530657,18.729240145734572,17.056789126361743,15.137297164790219,13.047808766533905,10.888442341609696,8.760224094995344,6.761313867966086,4.985601163676238,3.4883803354863954,2.3035076225527913,1.4255454467388793,0.8186295395550947
54,13.5,19.49856143148913,18.10367824721897,16.4178893464494,14.501585303242516,12.433616460656019,10.314125845207775,8.242656018766734,6.314032948953267,4.616475296401994,3.1994604640522324,2.0902007349869276,1.278043909463605,0.7240466123870455
55,13.75,18.917970631361417,17.499010292388718,15.802920971548168,13.89257104606321,11.84833569045048,9.770101968052126,7.75566669379222,5.896340986232034,4.274678912858555,2.934469947814912,1.8966462579785826,1.1458043924545664,0.6403916198700453
56,14.0,18.354667551580526,16.9145384176371,15.21098759792805,13.309133190200852,11.290605519144009,9.254772910346734,7.297449478450712,5.506280582790334,3.9581885821590284,2.6914268738056433,1.7210151004595533,1.0272477307287422,0.5664019688563329
57,14.25,17.808137431535847,16.349588068198504,14.641226398644315,12.75019761908655,10.759129072589467,8.766625149068332,6.8663044704029215,5.142023829220369,3.6651306849751495,2.46851347802595,1.5616475468475328,0.9209581558915108,0.0
58,14.5,17.277880838171875,15.803507219626567,14.092806865844715,12.214735325171615,10.252670523681186,8.304224992744633,6.460632200263555,4.801863737730435,3.3937703217311492,2.2640625500553018,1.4170375727230478,0.8256663894515439,0.0
59,14.75,16.763413209593626,15.275665625275176,13.564929600186339,11.701760515511468,9.77005221872125,7.866214370698092,6.078927697861462,4.484206242822202,3.1425010420170714,2.07654496367673,1.2858186128888862,0.7402344854745561,0.0
60,15.0,16.264264412261753,14.765454088913785,13.056825145597582,11.210328796908202,9.310151939054764,7.451306844388144,5.719774909074654,4.187562731146876,2.909835334419749,1.9045582402596906,1.166750647320086,0.6636422415713923,0.0
61,15.25,15.779978311372588,14.272283761637617,12.567752867686645,10.7395354372706,8.871900291606643,7.058283829137277,5.381841442527641,3.910543065533476,2.694395820471361,1.7468160593635869,1.0587084829666227,0.5949750159445127,0.0
62,15.5,15.310112354030624,13.79558546226124,12.096999874161748,10.288513699990762,8.454278222252228,6.685991015144088,5.063873626662319,3.6518490704982804,2.494907100583824,1.6021386381098384,0.9606711206717592,0.5334128050076686,0.0
63,15.75,14.854237164832476,13.334809020411207,11.643879975689384,9.85643324827091,8.056314646239636,6.333334977271861,4.764691858845019,3.4102684487070993,2.310188203697054,1.4694439073680263,0.8717121067233662,0.4782204511469509,0.0
64,16.0,14.411936153492777,12.88942264155957,11.207732685675925,9.442498616462697,7.677084190153931,5.99927996365558,4.483186229255774,3.1846690998815754,2.139145595943086,1.3477394187611993,0.7909907778603089,0.42873886368720626,0.0
65,16.25,13.982805134153427,12.45891229326547,10.787922257514637,9.045947745604748,7.315705040172576,5.682844853695531,4.218312403325213,2.9739938155266343,1.9807667069374257,1.2361149219613268,0.7177443169991544,0.38437714822721436,0.0
66,16.5,13.566451956028324,12.042781111916424,10.383836757894715,8.666050580462363,6.971336891608756,5.383100276503088,3.9690877474436816,2.7772553246174194,1.8341139353733453,1.1337355567591318,0.6512805446077663,0.3446055503544842,0.0
67,16.75,13.162496145046063,11.640548829284608,9.994887174821589,8.302107725486469,6.643178994974731,5.0991658813355585,3.7345876835696803,2.5935316670286905,1.698319098432308,1.039835608990531,0.5909713776042178,0.3089491294756141,0.0
68,17.0,12.77056855616308,11.251751218236343,9.620506559048316,7.95344915721744,6.330468294021765,4.830207752003359,3.5139422592138727,2.421961873025561,1.5725782921510885,0.9537127836191057,0.5362468939675774,0.276982087216976,0.0
69,17.25,12.390311036029594,10.875939556955029,9.260149197666532,7.619432990763341,6.032477651427075,4.575435957655604,3.306332920073935,2.261741928568707,1.4561471323190232,0.8747229521419342,0.48658994697110003,0.24832268266717378,0.0
70,17.5,12.021376095699985,10.512680111059186,8.913289818652412,7.299444298081607,5.7485141580020365,4.334102232750775,3.1109894733473133,2.1121210075265733,1.3483363477315486,0.8022753350336579,0.44153127814229076,0.222628673740612,0.0
71,17.75,11.663426593088623,10.161553633017892,8.579422825208106,6.992893975888633,5.477917521490108,4.105497779398526,2.927187230456325,1.9723979531378926,1.248507699712139,0.7358280831973971,0.4006450827672844,0.19959323022429537,0.0
72,18.0,11.316135424880887,9.822154878285897,8.2580615587826,6.699217661113089,5.220058531207967,3.88895118561811,2.7542443185856396,1.8419179922358695,1.156070203746258,0.67488422537537,0.3635449860335265,0.17894126970267898,0.0
73,18.25,10.97918522761788,9.494092137599957,7.948737589697794,6.417874691896267,4.97433759495977,3.683826453399332,2.5915191510584377,1.720069666836159,1.0704766308594356,0.6189879512091504,0.32988039178527817,0.16042617260527353,0.0
74,18.5,10.652268087681664,9.176986784896597,7.651000034345714,6.148347112226675,4.7401833448224115,3.489521130774439,2.4384080471667935,1.6062819687093768,0.9912202680276695,0.5677212021498889,0.29933316938766147,0.1438268371490811,0.0
75,18.75,10.335085259916013,8.870472840329555,7.364414897961638,5.890138718376383,4.51705130855991,3.3054645424148434,2.2943429926262966,1.500021663510119,0.9178319184418136,0.5207005447212821,0.27161464739008806,0.12894503900686027,0.0
76,19.0,10.027346894625516,8.574196547882561,7.088564442015098,5.642774145383596,4.304422643577558,3.1311161135559344,2.158789532346601,1.400790791922764,0.8498771238675522,0.47757430274985013,0.24646288557917118,0.11560306417116359,0.0
77,19.25,9.728771772703606,8.287815967089971,6.823046575296656,5.405797991899675,4.101802930471954,2.965963782327334,2.031244787700467,1.3081243361138748,0.7869535926573605,0.4380199271139413,0.22364019964200332,0.10364158674651422,0.0
78,19.5,9.4390870486474,8.011000578394052,6.567474267812866,5.178773981789412,3.908721023371588,2.8095224958256138,1.9112355909357257,1.2215880405556778,0.7286888181883104,0.4017415833393323,0.20293091504785135,0.09291776632694693,0.0
79,19.75,9.158028001224597,7.743430901683432,6.321474986635106,4.961284160941082,3.7247279543947114,2.6613327855124296,1.7983167298091738,1.1407763770085193,0.6747378736268994,0.36846793899860625,0.18413932892243673,0.08330354223836207,0.0
80,20.0,8.885337791564504,7.484798127572484,6.084690152879936,4.752928127807561,3.5493958896770565,2.5209594177540158,1.6920692959303085,1.065310644125751,0.6247813699659335,0.33795013436585986,0.1670878606544989,0.07468410427604162,0.0
81,20.25,8.620767228452173,7.23480376099608,5.856774619029457,4.553322296261948,3.3823171345418865,2.387990115538666,1.592099130687565,0.9948371927753787,0.578523565245066,0.3099599211488919,0.1516153737578626,0.06695652167533,0.0
82,20.5,8.364074540611174,6.993159276708379,5.6373961658297915,4.362099189410596,3.22310318549913,2.262034347617886,1.4980353629917178,0.9290257687619332,0.5356906137615967,0.2842879553781084,0.13757565313059403,0.06002851394305499,0.0
83,20.75,8.115025155766869,6.759585786288055,5.426235018034351,4.178906763063434,3.0713838268692326,2.1427221815149196,1.4095290334117478,0.8675679651821937,0.4960289449068792,0.2607422316843439,0.12483602332133545,0.05381734887132317,0.0
84,21.0,7.873391486288341,6.533813716265637,5.2229833782860045,4.003407757616106,2.9268062699311432,2.029703197031928,1.3262517995989662,0.8101757771621597,0.4593037620310655,0.23914664725527585,0.11327609474542584,0.04824885457409858,0.0
85,21.25,7.638952721213057,6.315582497001504,5.027344978458725,3.835279077150717,2.7890343325927027,1.9226454570647968,1.2478947181967541,0.7565802522024487,0.4252976524494829,0.2193396847299951,0.10278662600254178,0.043256533748598947,0.0
86,21.5,7.411494624464217,6.104640261955415,4.839034647804727,3.6742111946121083,2.657747657675965,1.8212345327028387,1.174167098717029,0.7065302298073399,0.39380930036189704,0.2011732041808597,0.09326849154475308,0.03878076958428265,0.0
87,21.75,7.190809339076408,5.900743557000553,4.657777897277608,3.519907581964583,2.532640967999735,1.7251725797501216,1.104795425131523,0.6597911644910852,0.3646522950651556,0.18451133514764023,0.08463174493944922,0.034768113836627854,0.0
88,22.0,6.9766951972506455,5.703657059446533,4.483310519425585,3.3720841642799906,2.4134233565272014,1.6341774639561504,1.0395223411771797,0.616144026645836,0.33765402740384576,0.16922946043727585,0.07679476887496554,0.031170648564092265,0.0
89,22.25,6.76895653606524,5.513153306447141,4.315378203271619,3.230468796752146,2.299817609928054,1.547981932386708,0.9781056956113314,0.0,0.0,0.0,0.0,0.0,0.0
90,22.5,6.567403518674065,5.329012432479327,4.153736163619057,3.094800763674754,2.191559563982189,1.4663328285011672,0.9203176438747311,0.0,0.0,0.0,0.0,0.0,0.0
91,22.75,6.37185196082884,5.1510219155904595,3.998148784242443,2.9648302984604507,2.0883974893261454,1.3889903486309554,0.8659438028297726,0.0,0.0,0.0,0.0,0.0,0.0
92,23.0,6.182123162566905,4.9789763321210145,3.8483892744434165,2.84031812381732,1.9900915061139504,1.3157273376754433,0.8147824554381302,0.0,0.0,0.0,0.0,0.0,0.0
93,23.25,5.998043744910673,4.8126771196195826,3.7042393384710666,2.721035011236329,1.8964130262313226,1.2463286219467178,0.7666438024273181,0.0,0.0,0.0,0.0,0.0,0.0
94,23.5,5.819445491429532,4.6519323476765795,3.565488857324876,2.606761358978707,1.8071442217662117,1.1805903772038013,0.7213492581699883,0.0,0.0,0.0,0.0,0.0,0.0
95,23.75,5.64616519451941,4.49655649641219,3.4319355824764415,2.497286787786331,1.722077518499734,1.1183195300202295,0.6787307881638082,0.0,0.0,0.0,0.0,0.0,0.0
96,24.0,5.4780445062595415,4.346370242362855,3.3033848410635276,2.3924097535708153,1.6410151132397286,1.0593331907268067,0.6386302856540882,0.0,0.0,0.0,0.0,0.0,0.0
97,24.25,5.314929793710128,4.201200251519236,3.1796492521267226,2.291937176368261,1.563768513874607,1.0034581162640854,0.6008989850865437,0.0,0.0,0.0,0.0,0.0,0.0
98,24.5,5.156671998518664,4.060878979276746,3.0605484534750875,2.195684084876571,1.4901581010779898,0.9505302013669704,0.5653969102142077,0.0,0.0,0.0,0.0,0.0,0.0
99,24.75,5.00312650070665,3.9252444770678023,2.945908838782649,2.1034732759209094,1.4200127106449851,0.9003939965870508,0.5319923548110708,0.0,0.0,0.0,0.0,0.0,0.0
100,25.0,4.854152986512194,3.794140205452617,2.835563304532527,2.015134988220388,1.3531692354889158,0.8529022517370936,0.5005613940659916,0.0,0.0,0.0,0.0,0.0,0.0
101,25.25,4.709615320167738,3.6674148534528,2.729351006439833,1.9305065898553717,1.2894722463730388,0.807915483416792,0.4709874248442392,0.0,0.0,0.0,0.0,0.0,0.0
102,25.5,4.569381419495759,3.5449221639192774,2.6271171249982856,1.8494322788600326,1.2287736304953492,0.7653015653495912,0.4431607331111176,0.0,0.0,0.0,0.0,0.0,0.0
103,25.75,4.433323135208726,3.4265207647329676,2.528712639808794,1.7717627963889315,1.1709322470860823,0.7249353403274079,0.41697808691289795,0.0,0.0,0.0,0.0,0.0,0.0
104,26.0,4.301316133803034,3.3120740056434026,2.4339941123610664,1.6973551519295724,1.1158135992170868,0.6866982526235279,0.3923423534050887,0.0,0.0,0.0,0.0,0.0,0.0
105,26.25,4.1732397839399145,3.201449800556987,2.3428234769516147,1.626072360055037,1.0632895210599314,0.6504779997940711,0.36916213850728874,0.0,0.0,0.0,0.0,0.0,0.0
106,26.5,4.048977046209449,3.094520475092872,2.2550678394333867,1.5577831882320579,1.0132378798655397,0.6161682028453707,0.3473514478478098,0.0,0.0,0.0,0.0,0.0,0.0
107,26.75,3.9284143661770106,2.9911626192305043,2.1705992835036745,1.4923619152202425,0.9655422919723741,0.5836680937985419,0.32682936774023363,0.0,0.0,0.0,0.0,0.0,0.0
108,27.0,3.8114415706143316,2.891256944878794,2.0892946842479416,1.42968809961766,0.9200918521828072,0.5528822197336194,0.3075197650083853,0.0,0.0,0.0,0.0,0.0,0.0
109,27.25,3.697951766820432,2.794688148202507,2.011035528667775,1.3696463581266758,0.8767808758784134,0.5237201624440376,0.2893510045461281,0.0,0.0,0.0,0.0,0.0,0.0
110,27.5,3.5878412449403574,2.7013447765469962,1.9357077429313627,1.312126153131823,0.8355086532745218,0.4960962728780818,0.2722556835641784,0.0,0.0,0.0,0.0,0.0,0.0
111,27.75,3.4810093831924904,2.6111190998076865,1.8632015260946853,1.2570215891986343,0.7961792152426119,0.4699294195873593,0.25617038153804433,0.0,0.0,0.0,0.0,0.0,0.0
112,28.0,3.3773585559178216,2.5239069860958523,1.7934111900510485,1.204231218118792,0.7587011101560206,0.44514275044348783,0.24103542492944113,0.0,0.0,0.0,0.0,0.0,0.0
113,28.25,3.276794044367148,2.439607781557195,1.7262350054756608,1.1536578521426764,0.7229871912400687,0.4216634669231579,0.22679466580834212,0.0,0.0,0.0,0.0,0.0,0.0
114,28.5,3.179223950144687,2.3581241942045112,1.661575053540696,1.1052083850554713,0.6889544139321381,0.399422610298647,0.21339527355439358,0.0,0.0,0.0,0.0,0.0,0.0
115,28.75,3.0845591112289923,2.279362181630386,1.5993370831846991,1.0587936207674318,0.6565236427805055,0.37835485910582434,0.20078753886494394,0.0,0.0,0.0,0.0,0.0,0.0
116,29.0,2.9927130204944463,2.2032308424703135,1.5394303737282806,1.0143281091027392,0.6256194674329214,0.3583983372948106,0.18892468934259257,0.0,0.0,0.0,0.0,0.0,0.0
117,29.25,2.9036017466588566,2.129642311490975,1.481767602635843,0.971729988484632,0.5961700272870574,0.3394944324998296,0.17776271597812177,0.0,0.0,0.0,0.0,0.0,0.0
118,29.5,2.8171438575849272,2.0585116581826046,1.4262647182305874,0.9309208352271947,0.5681068443950851,0.32158762389451023,0.1672602098850949,0.0,0.0,0.0,0.0,0.0,0.0
119,29.75,2.7332603458655096,1.9897567887383962,1.3728408171772577,0.8918255191563469,0.5413646642338473,0.3046253191270489,0.15737820868043645,0.0,0.0,0.0,0.0,0.0,0.0
120,30.0,2.6518745566246356,1.923298351307822,1.3214180265540427,0.8543720652942296,0.515881303970366,0.2885576998563112,0.1480800519410932,0.0,0.0,0.0,0.0,0.0,0.0
121,30.25,2.572912117468352,1.8590596444145229,1.2719213903417346,0.8184915213523496,0.4915975078698641,0.27333757543521114,0.13933124520054768,0.0,0.0,0.0,0.0,0.0,0.0
122,30.5,2.4963008705213428,1.7969665284330643,1.2242787601646872,0.784117830789532,0.4684568095100872,0.2589202443116357,0.13109933198063564,0.0,0.0,0.0,0.0,0.0,0.0
123,30.75,2.421970806487239,1.7369473400223914,1.1784206901243142,0.751187711200982,0.44640540048153277,0.2452633627398493,0.12335377338392836,0.0,0.0,0.0,0.0,0.0,0.0
124,31.0,2.34985400067235,1.6789328094172355,1.1342803355718294,0.7196405378145664,0.4253920052682821,0.23232682041678276,0.11606583479999039,0.0,0.0,0.0,0.0,0.0,0.0
125,31.25,2.2798845509143595,1.6228559804820066,1.091793355672681,0.6894182318798312,0.40536776201849767,0.22007262267794994,0.10920847930521288,0.0,0.0,0.0,0.0,0.0,0.0
126,31.5,2.2119985173592633,1.5686521334349108,1.050897819620649,0.6604651537442785,0.3862861089273451,0.2084647789070018,0.10275626736075565,0.0,0.0,0.0,0.0,0.0,0.0
127,31.75,2.14613386403151,1.516258710153103,1.0115341163649,0.632728000420052,0.36810267596814883,0.19746919683117561,0.09668526243649551,0.0,0.0,0.0,0.0,0.0,0.0
128,32.0,2.0822304021439595,1.4656152419726705,0.9736448677184162,0.6061557074524545,0.350775181720028,0.18705358239218542,0.090972942210863,0.0,0.0,0.0,0.0,0.0,0.0
129,32.25,2.0202297350958425,1.4166632799001124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,32.5,1.9600752051084724,1.3693463271547828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,32.75,1.9017118414499308,1.3236097739644281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,33.0,1.8450863102014217,1.2794008345385772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,33.25,1.7901468655193877,1.2366684861470345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
